institution,state,city,program_name,program_code,specialty_code,specialty,program_type_code,program_type,year,quota,filled,fill_rate
Kern Medical Center,CA,,Vallejo Code Quota Matched Surgery-Preliminary,1921440P0,440,Surgery-General,P,Preliminary,2016,2,0,0.0
Kern Medical Center,CA,,Family Medicine,1637120C0,120,Family Medicine,C,Categorical,2016,6,6,1.0
Loma Linda University,CA,,Oakland Code Quota Matched Anesthesiology,1024040C0,040,Anesthesiology,C,Categorical,2016,14,14,1.0
Loma Linda University,CA,,Internal Medicine 1042140C0 9 9 Dermatology,1024080A0,080,Dermatology,A,Advanced,2016,2,2,1.0
Loma Linda University,CA,,Internal Medicine/MPH 1042140C1 2 2 Dermatology - Rural,1024080A1,080,Dermatology,A,Advanced,2016,1,1,1.0
Loma Linda University,CA,,Medicine-Preliminary 1042140P0 7 7 Emergency Medicine,1024110C0,110,Emergency Medicine,C,Categorical,2016,13,13,1.0
Loma Linda University,CA,,Obstetrics-Gynecology 1042220C0 4 4 Family Medicine,1024120C0,120,Family Medicine,C,Categorical,2016,6,6,1.0
Loma Linda University,CA,,Otolaryngology 1042280C0 2 2 Family Med/Rural,1024120C1,120,Family Medicine,C,Categorical,2016,4,4,1.0
Loma Linda University,CA,,Pediatrics 1042320C0 8 8 Internal Medicine,1024140C0,140,Internal Medicine,C,Categorical,2016,26,26,1.0
Loma Linda University,CA,,Pediatrics/MPH 1042320C1 2 2 Medicine-Primary,1024140M0,140,Internal Medicine,M,Primary care,2016,0,0,
Loma Linda University,CA,,Med-Primary/Global Health,1024140M1,140,Internal Medicine,M,Primary care,2016,0,0,
Kaiser Permanente-Orange Co,CA,,Medicine-Preliminary,1024140P0,140,Internal Medicine,P,Preliminary,2016,11,11,1.0
Kaiser Permanente-Orange Co,CA,,Neurological Surgery,1024160C0,160,Neurological Surgery,C,Categorical,2016,1,1,1.0
Kaiser Permanente-Orange Co,CA,,Family Medicine,1073120C0,120,Family Medicine,C,Categorical,2016,8,8,1.0
Kaiser Permanente-Orange Co,CA,,Neurology,1024180C0,180,Neurology,C,Categorical,2016,4,4,1.0
Kaiser Permanente-Orange Co,CA,,Kaiser Permanente-Riverside-CA Neurology,1024180R0,180,Neurology,R,Physician (PGY-2 entry),2016,1,1,1.0
Kaiser Permanente-Orange Co,CA,,Riverside Code Quota Matched Child Neurology,1024185C0,185,Child Neurology,C,Categorical,2016,1,1,1.0
Kaiser Permanente-Orange Co,CA,,Obstetrics-Gynecology,1024220C0,220,Obstetrics-Gynecology,C,Categorical,2016,6,6,1.0
Kaiser Permanente-Orange Co,CA,,Family Medicine,3620120C0,120,Family Medicine,C,Categorical,2016,6,6,1.0
Kaiser Permanente-Orange Co,CA,,Orthopaedic Surgery,1024260C0,260,Orthopaedic Surgery,C,Categorical,2016,5,5,1.0
Kaiser Permanente-Orange Co,CA,,Kaiser Permanente-SF-CA Otolaryngology,1024280C0,280,Otolaryngology,C,Categorical,2016,3,3,1.0
Kaiser Permanente-Orange Co,CA,,San Francisco Code Quota Matched Pathology,1024300C0,300,Pathology,C,Categorical,2016,5,5,1.0
Kaiser Permanente-Orange Co,CA,,Internal Medicine 1959140C0 8 8 Pediatrics,1024320C0,320,Pediatrics,C,Categorical,2016,23,23,1.0
Kaiser Permanente-Orange Co,CA,,Medicine-Preliminary 1959140P0 6 6 Pediatrics-Primary,1024320M0,320,Pediatrics,M,Primary care,2016,4,4,1.0
Kaiser Permanente-Orange Co,CA,,Med-Prelim/Stanford-Anesth 1959140P1 2 2 Phys Medicine & Rehab,1024340A0,340,Phys Medicine & Rehab,A,Advanced,2016,1,1,1.0
Kaiser Permanente-Orange Co,CA,,Obstetrics-Gynecology 1959220C0 4 4 Phys Medicine & Rehab,1024340C0,340,Phys Medicine & Rehab,C,Categorical,2016,4,4,1.0
Kaiser Permanente-Orange Co,CA,,Medicine-Preventive Med 1959751C0 2 2 Plastic Surgery (Integrated),1024362C0,362,Plastic Surgery (Integrated),C,Categorical,2016,2,2,1.0
Kaiser Permanente-Orange Co,CA,,Psychiatry,1024400C0,400,Psychiatry,C,Categorical,2016,8,8,1.0
Kaiser Permanente-San Diego,CA,,Radiology-Diagnostic,1024420A0,420,Radiology-Diagnostic,A,Advanced,2016,9,9,1.0
Kaiser Permanente-San Diego,CA,,Radiation-Oncology,1024430A0,430,Radiation Oncology,A,Advanced,2016,2,1,0.5
Kaiser Permanente-San Diego,CA,,Emergency Medicine 1454110C0 6 6 General Surgery,1024440C0,440,Surgery-General,C,Categorical,2016,4,4,1.0
Kaiser Permanente-San Diego,CA,,Family Medicine 1454120C0 6 6 Gen Surg/Dedicated Research,1024440C1,440,Surgery-General,C,Categorical,2016,2,2,1.0
Kaiser Permanente-San Diego,CA,,Kaiser Permanente-Santa Clara-CA Surgery-Preliminary,1024440P0,440,Surgery-General,P,Preliminary,2016,8,8,1.0
Kaiser Permanente-San Diego,CA,,Surg-Prelim/Urology,1024440P3,440,Surgery-General,P,Preliminary,2016,2,2,1.0
Kaiser Permanente-San Diego,CA,,Surg-Prelim/OMFS,1024440P4,440,Surgery-General,P,Preliminary,2016,2,2,1.0
Kaiser Permanente-San Diego,CA,,Internal Medicine,2135140C0,140,Internal Medicine,C,Categorical,2016,14,14,1.0
Kaiser Permanente-San Diego,CA,,Medicine-Pediatrics,1024700C0,700,Other,C,Categorical,2016,4,4,1.0
Loma Linda University-CA (Continued) San Joaquin Gen Hosp,CA,,Family Med-Preventive Med 1024752C0 4 4 Family Medicine,1021120C0,120,Family Medicine,C,Categorical,2016,8,6,0.75
Loma Linda University-CA (Continued) San Joaquin Gen Hosp,CA,,Transitional 1024999P0 5 5 Internal Medicine,1021140C0,140,Internal Medicine,C,Categorical,2016,8,8,1.0
Loma Linda University-CA (Continued) San Joaquin Gen Hosp,CA,,Transitional/Preventive Med 1024999P1 2 2 Medicine-Preliminary,1021140P0,140,Internal Medicine,P,Preliminary,2016,3,3,1.0
Loma Linda University-CA (Continued) San Joaquin Gen Hosp,CA,,Transitional/Occupational Med 1024999P2 1 1 General Surgery,1021440C0,440,Surgery-General,C,Categorical,2016,3,3,1.0
Loma Linda University-CA (Continued) San Joaquin Gen Hosp,CA,,Transitional/Prev Med-Occ Med,1024999P3,999,Transitional,P,Preliminary,2016,0,0,
Long Beach Mem Med Ctr,CA,,Long Beach Code Quota Matched Psychiatry,1010400C0,400,Psychiatry,C,Categorical,2016,4,4,1.0
Long Beach Mem Med Ctr,CA,,Family Medicine,1027120C0,120,Family Medicine,C,Categorical,2016,8,8,1.0
Marian Regional Medical Center,CA,,Santa Maria Code Quota Matched Internal Medicine,1064140C0,140,Internal Medicine,C,Categorical,2016,8,8,1.0
Marian Regional Medical Center,CA,,Family Medicine 1690120C0 4 3 Medicine-Preliminary,1064140P0,140,Internal Medicine,P,Preliminary,2016,5,5,1.0
Marian Regional Medical Center,CA,,Radiology-Diagnostic,1064420A0,420,Radiology-Diagnostic,A,Advanced,2016,4,4,1.0
Mercy Med Ctr-Merced,CA,,General Surgery,1064440C0,440,Surgery-General,C,Categorical,2016,3,3,1.0
Mercy Med Ctr-Redding,CA,,Internal Medicine,1063140C0,140,Internal Medicine,C,Categorical,2016,16,16,1.0
Mercy Med Ctr-Redding,CA,,Medicine-Preliminary,1063140P0,140,Internal Medicine,P,Preliminary,2016,12,12,1.0
Mercy Med Ctr-Redding,CA,,Family Medicine/MFHC,3081120C0,120,Family Medicine,C,Categorical,2016,6,5,0.8333333333333334
Mercy Med Ctr-Redding,CA,,Obstetrics-Gynecology,1063220C0,220,Obstetrics-Gynecology,C,Categorical,2016,4,4,1.0
Mercy Med Ctr-Redding,CA,,Methodist Hosp-Sacramento-CA Radiology-Diagnostic,1063420A0,420,Radiology-Diagnostic,A,Advanced,2016,4,4,1.0
Mercy Med Ctr-Redding,CA,,Sacramento Code Quota Matched Transitional,1063999P0,999,Transitional,P,Preliminary,2016,13,13,1.0
Family Medicine 1140120C0 7 7 Scripps Clinic/Green Hospital,CA,,Salinas Code Quota Matched Internal Medicine,1340140C0,140,Internal Medicine,C,Categorical,2016,13,13,1.0
Family Medicine 1140120C0 7 7 Scripps Clinic/Green Hospital,CA,,Family Medicine 2971120C0 10 10 Internal Med/Research,1340140C1,140,Internal Medicine,C,Categorical,2016,2,2,1.0
Northridge Hosp Med Ctr-CA Scripps Mercy Hosp-Chula Vista,CA,,Family Medicine 3036120C1 8 8 Family Medicine,1375120C0,120,Family Medicine,C,Categorical,2016,8,8,1.0
O'Connor Hospital-CA Scripps Mercy Hosp-San Diego,CA,,Family Medicine 3795120C0 8 8 Internal Medicine,1048140C0,140,Internal Medicine,C,Categorical,2016,12,12,1.0
O'Connor Hospital-CA Scripps Mercy Hosp-San Diego,CA,,Transitional,1048999P0,999,Transitional,P,Preliminary,2016,12,12,1.0
Olive View-UCLA Med Ctr,CA,,Transitional/Anesthesia,1048999P2,999,Transitional,P,Preliminary,2016,6,6,1.0
Shasta Community Health Ctr,CA,,Internal Medicine,2950140C0,140,Internal Medicine,C,Categorical,2016,21,21,1.0
Shasta Community Health Ctr,CA,,Family Medicine,1531120C0,120,Family Medicine,C,Categorical,2016,2,1,0.5
Sierra Vista Family Med,CA,,Family Medicine,1575120C0,120,Family Medicine,C,Categorical,2016,4,4,1.0
St Mary Med Ctr-Long Beach,CA,,Fam Med/Tropical Med 2013120C1 2 2 Internal Medicine,1025140C0,140,Internal Medicine,C,Categorical,2016,6,6,1.0
St Mary Med Ctr-Long Beach,CA,,Fam Med/Chronic Dz Mgmt 2013120C2 2 2 Medicine-Primary,1025140M0,140,Internal Medicine,M,Primary care,2016,2,2,1.0
St Mary Med Ctr-Long Beach,CA,,Medicine-Preliminary,1025140P0,140,Internal Medicine,P,Preliminary,2016,5,5,1.0
St Marys Medical Ctr-SF,CA,,Medicine-Preliminary 1877140P0 10 10 Internal Medicine,1057140C0,140,Internal Medicine,C,Categorical,2016,8,6,0.75
St Marys Medical Ctr-SF,CA,,Medicine-Preliminary,1057140P0,140,Internal Medicine,P,Preliminary,2016,8,7,0.875
St Marys Medical Ctr-SF,CA,,Orthopaedic Surgery,1057260C0,260,Orthopaedic Surgery,C,Categorical,2016,3,3,1.0
St Marys Medical Ctr-SF,CA,,Otolaryngology,1033280C0,280,Otolaryngology,C,Categorical,2016,4,4,1.0
Stanford Univ Progs,CA,,Pathology,1033300C0,300,Pathology,C,Categorical,2016,6,2,0.3333333333333333
Stanford Univ Progs,CA,,Pediatrics,1033320C0,320,Pediatrics,C,Categorical,2016,11,11,1.0
Stanford Univ Progs,CA,,Anesthesiology,1820040A0,040,Anesthesiology,A,Advanced,2016,13,13,1.0
Stanford Univ Progs,CA,,Plastic Surgery (Integrated),1033362C0,362,Plastic Surgery (Integrated),C,Categorical,2016,3,3,1.0
Stanford Univ Progs,CA,,Anesthesiology,1820040C0,040,Anesthesiology,C,Categorical,2016,9,9,1.0
Stanford Univ Progs,CA,,Psychiatry,1033400C0,400,Psychiatry,C,Categorical,2016,12,12,1.0
Stanford Univ Progs,CA,,Dermatology,1820080A0,080,Dermatology,A,Advanced,2016,7,7,1.0
Stanford Univ Progs,CA,,Radiology-Diagnostic,1033420A0,420,Radiology-Diagnostic,A,Advanced,2016,10,10,1.0
Stanford Univ Progs,CA,,Dermatology,1820080R0,080,Dermatology,R,Physician (PGY-2 entry),2016,2,2,1.0
Stanford Univ Progs,CA,,Radiation Oncology,1033430A0,430,Radiation Oncology,A,Advanced,2016,3,3,1.0
Stanford Univ Progs,CA,,Emergency Medicine,1820110C0,110,Emergency Medicine,C,Categorical,2016,16,16,1.0
Stanford Univ Progs,CA,,General Surgery,1033440C0,440,Surgery-General,C,Categorical,2016,7,7,1.0
Stanford Univ Progs,CA,,Internal Medicine,1820140C0,140,Internal Medicine,C,Categorical,2016,35,35,1.0
Stanford Univ Progs,CA,,Surg-Prelim/OMS,1033440P3,440,Surgery-General,P,Preliminary,2016,2,1,0.5
Stanford Univ Progs,CA,,Internal Med/Global Health,1820140C1,140,Internal Medicine,C,Categorical,2016,2,2,1.0
Stanford Univ Progs,CA,,Surg-Prelim/Urology,1033440P4,440,Surgery-General,P,Preliminary,2016,3,3,1.0
Stanford Univ Progs,CA,,Med-Prelim/Neurology,1820140P1,140,Internal Medicine,P,Preliminary,2016,2,2,1.0
Stanford Univ Progs,CA,,Vascular Surgery,1033451C0,451,Vascular Surgery,C,Categorical,2016,1,1,1.0
Stanford Univ Progs,CA,,Neurological Surgery,1820160C0,160,Neurological Surgery,C,Categorical,2016,3,3,1.0
Stanford Univ Progs,CA,,Thoracic Surgery,1033461C0,461,Thoracic Surgery,C,Categorical,2016,2,2,1.0
Stanford Univ Progs,CA,,Neurology,1820180A0,180,Neurology,A,Advanced,2016,8,8,1.0
Stanford Univ Progs,CA,,Medicine-Pediatrics,1033700C0,700,Other,C,Categorical,2016,6,6,1.0
Stanford Univ Progs,CA,,Child Neurology,1820185C0,185,Child Neurology,C,Categorical,2016,3,3,1.0
Child Neurology 1820185R0 1 0 UC Davis Med Ctr,CA,,Orthopaedic Surgery 1820260C0 7 7 Anesthesiology,1046040A0,040,Anesthesiology,A,Advanced,2016,14,14,1.0
Child Neurology 1820185R0 1 0 UC Davis Med Ctr,CA,,Otolaryngology 1820280C0 4 4 Dermatology,1046080A0,080,Dermatology,A,Advanced,2016,5,5,1.0
Child Neurology 1820185R0 1 0 UC Davis Med Ctr,CA,,Pathology 1820300C0 8 8 Emergency Medicine,1046110C0,110,Emergency Medicine,C,Categorical,2016,14,14,1.0
Child Neurology 1820185R0 1 0 UC Davis Med Ctr,CA,,Clinical Pathology Track 1820300C1 2 2 Family Medicine,1046120C0,120,Family Medicine,C,Categorical,2016,9,9,1.0
Child Neurology 1820185R0 1 0 UC Davis Med Ctr,CA,,Path-Anatomic Neuro Track 1820300C2 0 0 Family Medicine/OB,1046120C2,120,Family Medicine,C,Categorical,2016,1,1,1.0
Child Neurology 1820185R0 1 0 UC Davis Med Ctr,CA,,Pediatrics 1820320C0 24 24 Internal Medicine,1046140C0,140,Internal Medicine,C,Categorical,2016,23,23,1.0
Child Neurology 1820185R0 1 0 UC Davis Med Ctr,CA,,Pediatrics/Research Trk 1820320C1 2 2 Medicine-Primary,1046140M0,140,Internal Medicine,M,Primary care,2016,4,4,1.0
Child Neurology 1820185R0 1 0 UC Davis Med Ctr,CA,,Phys Medicine & Rehab 1820340A0 7 7 Medicine-Preliminary,1046140P0,140,Internal Medicine,P,Preliminary,2016,3,3,1.0
Child Neurology 1820185R0 1 0 UC Davis Med Ctr,CA,,Plastic Surgery (Integrated) 1820362C0 3 3 Neurological Surgery,1046160C0,160,Neurological Surgery,C,Categorical,2016,1,1,1.0
Child Neurology 1820185R0 1 0 UC Davis Med Ctr,CA,,Psychiatry 1820400C0 10 10 Neurology,1046180C0,180,Neurology,C,Categorical,2016,5,5,1.0
Child Neurology 1820185R0 1 0 UC Davis Med Ctr,CA,,Psychiatry/Research Trk 1820400C1 2 2 Obstetrics-Gynecology,1046220C0,220,Obstetrics-Gynecology,C,Categorical,2016,6,6,1.0
Child Neurology 1820185R0 1 0 UC Davis Med Ctr,CA,,Radiology-Diagnostic 1820420A0 9 9 Orthopaedic Surgery,1046260C0,260,Orthopaedic Surgery,C,Categorical,2016,4,4,1.0
Child Neurology 1820185R0 1 0 UC Davis Med Ctr,CA,,Radiation-Oncology 1820430A0 3 3 Ortho Surg/6 Yr Prog,1046260C1,260,Orthopaedic Surgery,C,Categorical,2016,1,1,1.0
Child Neurology 1820185R0 1 0 UC Davis Med Ctr,CA,,Radiation Oncology 1820430R0 1 1 Otolaryngology,1046280C0,280,Otolaryngology,C,Categorical,2016,3,3,1.0
Child Neurology 1820185R0 1 0 UC Davis Med Ctr,CA,,General Surgery 1820440C0 5 5 Pathology,1046300C0,300,Pathology,C,Categorical,2016,1,1,1.0
Child Neurology 1820185R0 1 0 UC Davis Med Ctr,CA,,General Surgery/SASS 1820440C1 1 1 Pediatrics,1046320C0,320,Pediatrics,C,Categorical,2016,13,13,1.0
Child Neurology 1820185R0 1 0 UC Davis Med Ctr,CA,,Surgery-Preliminary 1820440P0 6 1 Phys Medicine & Rehab,1046340A0,340,Phys Medicine & Rehab,A,Advanced,2016,1,1,1.0
Child Neurology 1820185R0 1 0 UC Davis Med Ctr,CA,,Surg-Prelim/Urology 1820440P2 3 3 Phys Medicine & Rehab,1046340C0,340,Phys Medicine & Rehab,C,Categorical,2016,2,2,1.0
Child Neurology 1820185R0 1 0 UC Davis Med Ctr,CA,,Vascular Surgery 1820451C0 1 1 Plastic Surgery (Integrated),1046362C0,362,Plastic Surgery (Integrated),C,Categorical,2016,1,1,1.0
Child Neurology 1820185R0 1 0 UC Davis Med Ctr,CA,,Thoracic Surgery 1820461C0 3 3 Psychiatry,1046400C0,400,Psychiatry,C,Categorical,2016,9,9,1.0
Child Neurology 1820185R0 1 0 UC Davis Med Ctr,CA,,Pediatrics-Anesthesiology 1820726C0 2 2 Radiology-Diagnostic,1046420A0,420,Radiology-Diagnostic,A,Advanced,2016,7,7,1.0
Child Neurology 1820185R0 1 0 UC Davis Med Ctr,CA,,Medicine-Anesthesiology 1820742C0 2 2 Radiation Oncology,1046430A0,430,Radiation Oncology,A,Advanced,2016,1,1,1.0
Child Neurology 1820185R0 1 0 UC Davis Med Ctr,CA,,Radiology-Nuclear Medicine 1820770A0 1 1 General Surgery,1046440C0,440,Surgery-General,C,Categorical,2016,7,7,1.0
Child Neurology 1820185R0 1 0 UC Davis Med Ctr,CA,,Trans/Anes Santa Clara 1820999P0 3 3 Surgery-Preliminary,1046440P0,440,Surgery-General,P,Preliminary,2016,5,5,1.0
Child Neurology 1820185R0 1 0 UC Davis Med Ctr,CA,,Thoracic Surgery,1046461C0,461,Thoracic Surgery,C,Categorical,2016,1,1,1.0
Sutter Health,CA,,Medicine-Psychiatry,1046715C1,715,Other,C,Categorical,2016,3,3,1.0
Sutter Health,CA,,Psychiatry-Family Med,1046720C0,720,Other,C,Categorical,2016,2,2,1.0
Sutter Health,CA,,Family Med/Sacramento,1135120C0,120,Family Medicine,C,Categorical,2016,5,5,1.0
Sutter Health,CA,,Radiology-Nuclear Medicine,1046770A0,770,Other,A,Advanced,2016,1,1,1.0
Sutter Health,CA,,Family Medicine/Davis,1135120C1,120,Family Medicine,C,Categorical,2016,2,2,1.0
Sutter Med Ctr of Santa Rosa,CA,,Anesthesiology,1043040C0,040,Anesthesiology,C,Categorical,2016,9,9,1.0
Sutter Med Ctr of Santa Rosa,CA,,Family Medicine,1065120C0,120,Family Medicine,C,Categorical,2016,12,12,1.0
Sutter Med Ctr of Santa Rosa,CA,,Anes/Critical Care Med,1043040C1,040,Anesthesiology,C,Categorical,2016,1,1,1.0
Sutter Med Ctr of Santa Rosa,CA,,U Southern California Dermatology,1043080A0,080,Dermatology,A,Advanced,2016,5,5,1.0
Sutter Med Ctr of Santa Rosa,CA,,Los Angeles Code Quota Matched Emergency Medicine,1043110C0,110,Emergency Medicine,C,Categorical,2016,8,8,1.0
Sutter Med Ctr of Santa Rosa,CA,,Family Medicine,1043120C0,120,Family Medicine,C,Categorical,2016,9,9,1.0
Sutter Med Ctr of Santa Rosa,CA,,Anesthesiology,1033040C0,040,Anesthesiology,C,Categorical,2016,18,18,1.0
Sutter Med Ctr of Santa Rosa,CA,,Internal Medicine,1043140C0,140,Internal Medicine,C,Categorical,2016,22,22,1.0
Sutter Med Ctr of Santa Rosa,CA,,Dermatology,1033080A0,080,Dermatology,A,Advanced,2016,4,4,1.0
Sutter Med Ctr of Santa Rosa,CA,,Medicine-Preliminary,1043140P0,140,Internal Medicine,P,Preliminary,2016,20,20,1.0
Sutter Med Ctr of Santa Rosa,CA,,Emergency Medicine,1033110C0,110,Emergency Medicine,C,Categorical,2016,17,17,1.0
Sutter Med Ctr of Santa Rosa,CA,,Med-Prelim/Neurology,1043140P1,140,Internal Medicine,P,Preliminary,2016,5,5,1.0
Sutter Med Ctr of Santa Rosa,CA,,Internal Medicine,1033140C0,140,Internal Medicine,C,Categorical,2016,55,55,1.0
Sutter Med Ctr of Santa Rosa,CA,,Neurological Surgery,1043160C0,160,Neurological Surgery,C,Categorical,2016,1,1,1.0
Sutter Med Ctr of Santa Rosa,CA,,Neurological Surgery,1033160C0,160,Neurological Surgery,C,Categorical,2016,3,3,1.0
Sutter Med Ctr of Santa Rosa,CA,,Neurology,1043180A0,180,Neurology,A,Advanced,2016,5,5,1.0
Sutter Med Ctr of Santa Rosa,CA,,Neurology,1033180A0,180,Neurology,A,Advanced,2016,6,6,1.0
Sutter Med Ctr of Santa Rosa,CA,,Child Neurology,1043185A0,185,Child Neurology,A,Advanced,2016,1,1,1.0
Sutter Med Ctr of Santa Rosa,CA,,Obstetrics-Gynecology,1033220C0,220,Obstetrics-Gynecology,C,Categorical,2016,9,9,1.0
Sutter Med Ctr of Santa Rosa,CA,,Child Neurology,1043185C0,185,Child Neurology,C,Categorical,2016,1,1,1.0
Sutter Med Ctr of Santa Rosa,CA,,Orthopaedic Surgery,1033260C0,260,Orthopaedic Surgery,C,Categorical,2016,10,10,1.0
Sutter Med Ctr of Santa Rosa,CA,,Anesthesiology,1062040C0,040,Anesthesiology,C,Categorical,2016,8,8,1.0
Sutter Med Ctr of Santa Rosa,CA,,Anesthesiology/Research,1062040C1,040,Anesthesiology,C,Categorical,2016,2,2,1.0
Sutter Med Ctr of Santa Rosa,CA,,Obstetrics-Gynecology,1043220C0,220,Obstetrics-Gynecology,C,Categorical,2016,7,7,1.0
Sutter Med Ctr of Santa Rosa,CA,,Anesthesiology/Critical Care,1062040C2,040,Anesthesiology,C,Categorical,2016,0,0,
Sutter Med Ctr of Santa Rosa,CA,,Orthopaedic Surgery,1043260C0,260,Orthopaedic Surgery,C,Categorical,2016,4,4,1.0
Sutter Med Ctr of Santa Rosa,CA,,Anesthesiology,1062040R0,040,Anesthesiology,R,Physician (PGY-2 entry),2016,2,1,0.5
Sutter Med Ctr of Santa Rosa,CA,,Otolaryngology,1043280C0,280,Otolaryngology,C,Categorical,2016,2,2,1.0
Sutter Med Ctr of Santa Rosa,CA,,Dermatology,1062080A0,080,Dermatology,A,Advanced,2016,6,6,1.0
Sutter Med Ctr of Santa Rosa,CA,,Pathology,1043300C0,300,Pathology,C,Categorical,2016,5,5,1.0
Sutter Med Ctr of Santa Rosa,CA,,Derm-2+2/Scientists,1062080A1,080,Dermatology,A,Advanced,2016,1,1,1.0
Sutter Med Ctr of Santa Rosa,CA,,Pediatrics/UCI-CHOC,1043320C1,320,Pediatrics,C,Categorical,2016,28,28,1.0
Sutter Med Ctr of Santa Rosa,CA,,Emergency Medicine,1062110C0,110,Emergency Medicine,C,Categorical,2016,14,14,1.0
Sutter Med Ctr of Santa Rosa,CA,,Phys Medicine & Rehab,1043340A0,340,Phys Medicine & Rehab,A,Advanced,2016,4,4,1.0
Sutter Med Ctr of Santa Rosa,CA,,Family Medicine,1062120C0,120,Family Medicine,C,Categorical,2016,15,15,1.0
Sutter Med Ctr of Santa Rosa,CA,,Phys Medicine & Rehab,1043340R0,340,Phys Medicine & Rehab,R,Physician (PGY-2 entry),2016,1,1,1.0
Sutter Med Ctr of Santa Rosa,CA,,Internal Medicine,1062140C0,140,Internal Medicine,C,Categorical,2016,44,44,1.0
Sutter Med Ctr of Santa Rosa,CA,,Plastic Surgery (Integrated),1043362C0,362,Plastic Surgery (Integrated),C,Categorical,2016,3,3,1.0
Sutter Med Ctr of Santa Rosa,CA,,Medicine-Primary/UC,1062140M0,140,Internal Medicine,M,Primary care,2016,10,10,1.0
Sutter Med Ctr of Santa Rosa,CA,,Psychiatry,1043400C0,400,Psychiatry,C,Categorical,2016,9,9,1.0
Sutter Med Ctr of Santa Rosa,CA,,Medicine-Primary/SFGH,1062140M1,140,Internal Medicine,M,Primary care,2016,8,8,1.0
Sutter Med Ctr of Santa Rosa,CA,,Radiology-Diagnostic,1043420A0,420,Radiology-Diagnostic,A,Advanced,2016,6,6,1.0
Sutter Med Ctr of Santa Rosa,CA,,Neurological Surgery,1062160C0,160,Neurological Surgery,C,Categorical,2016,3,3,1.0
Sutter Med Ctr of Santa Rosa,CA,,Radiation-Oncology,1043430A0,430,Radiation Oncology,A,Advanced,2016,2,2,1.0
Sutter Med Ctr of Santa Rosa,CA,,Neurology,1062180A0,180,Neurology,A,Advanced,2016,1,1,1.0
Sutter Med Ctr of Santa Rosa,CA,,General Surgery,1043440C0,440,Surgery-General,C,Categorical,2016,6,6,1.0
Sutter Med Ctr of Santa Rosa,CA,,Neurology,1062180C0,180,Neurology,C,Categorical,2016,9,9,1.0
Sutter Med Ctr of Santa Rosa,CA,,Surg-Prelim/Non-designated,1043440P0,440,Surgery-General,P,Preliminary,2016,4,2,0.5
Sutter Med Ctr of Santa Rosa,CA,,Child Neurology/Adv PGY3,1062185A0,185,Child Neurology,A,Advanced,2016,1,1,1.0
Sutter Med Ctr of Santa Rosa,CA,,Surg-Prelim/Urology,1043440P1,440,Surgery-General,P,Preliminary,2016,2,2,1.0
Sutter Med Ctr of Santa Rosa,CA,,Child Neurology,1062185C0,185,Child Neurology,C,Categorical,2016,2,2,1.0
Sutter Med Ctr of Santa Rosa,CA,,Pediatrics-Anesthesiology,1043726C0,726,Other,C,Categorical,2016,1,0,0.0
Sutter Med Ctr of Santa Rosa,CA,,Obstetrics-Gynecology,1062220C0,220,Obstetrics-Gynecology,C,Categorical,2016,9,9,1.0
Sutter Med Ctr of Santa Rosa,CA,,UC Riverside SOM-CA Orthopaedic Surgery,1062260C0,260,Orthopaedic Surgery,C,Categorical,2016,6,6,1.0
